open,volume
88.30269623,2585660
70.26550293,4748070
87.69589996,8902820
116.4550018,10779600
109.9029999,20708000
205.7559967,36795500
176.2810059,40105900
94.46510315,180605000
123.2919998,200816000
130.2929993,83486800
105.836998,97310700
71.64859772,124675000
51.12149811,56414700
50.71829987,32667900
42.50279999,118574000
52.82109833,172732000
60.28419876,379158000
88.7378006,589274000
113.4199982,296211000
90.61650085,308722000
